deed_hash,text_length,num_signatures,notary_present,days_since_notarized,amount,label
b092a6f62ad2a61ce52e96f06c0fb5034154090e1c795c9abc0e3a77be74112a,1295,3,False,239,4637302.250864059,1
f9d450418d505f37c3e4bd5ff037dc68f7bca41f00cdee10f7885bab1a712a14,1264,3,True,85,302594.5058649381,0
8ae9bb2e75ab791c5b00e2ea6ace66f4fe2e2773b6dfb7fd5da1942ad1991a72,1576,3,True,261,188289.96289349635,0
6c14d6e25d7b479b496ce7e9cab147f7b8472cc1295e979d412c286779745e4c,1532,3,True,162,176722.62685824448,0
eb3ee4d8810a2e25ed2279e3281617f9676a127783562a0f24887110dbc2ba72,555,1,False,288,478856.3962110281,1
bcd7b710ff02c5b2cfc40fcfdebd0b07c8c37d45d9083fe3b1cf48b5edb25e39,531,2,True,69,231027.80343278492,1
315c50c99e162d07f6d61db2ec87bcf4567a00d105de63d6a8b4d6fe259ea6b5,592,2,False,342,313993.4994913119,1
2191f902ba1f5c2a5158cafea99cfbb0d5213d13b8a4d563f642ec6b5a7bbe94,1442,3,True,217,183560.22659136212,0
822e97cd8a5a80d33f5dbfdcc4a3dde338a7e89e75a0bf06381f379f83115e46,1391,4,False,327,4087547.0725051076,1
7060b95b8e7541298777814a4abec0e2e3dcbe995c04c40ea4995e2be79e8259,1660,4,True,200,238983.3870787516,0
60850764f4deae8098b676ec2d6c2b52f312a30c58ccd36777673bd7e95421a1,1295,5,False,235,446747.2240370612,1
0471ac7f419abeb896adda03e5930ae564a2635217c20570907d20fc63cd781b,775,1,False,147,432750.8902580408,1
6685998387335c993d6b54885cc6ed6cbd8522ccfbf52c27ee95966c955e695b,1597,2,False,353,342422.73895812244,0
513458329b21de7ab634a416f00933db4b6002551653f8fe9fea0b273130d2f8,1442,4,True,338,193215.23860142677,0
671682ed57f56a948e19346f377d673f0ac5000a3e2efc179fa37d9f4ab26433,1214,2,False,264,162395.6664976547,0
f8baad9f0c41f3ee91eed75600f0a6aa315f840106c5dc7452e66cef3e35145d,812,2,True,344,347103.1121513709,1
8567a6d177d233c6885438fef5ae16b7a4515461a47dbc12952fa7d60ded2de4,1534,4,False,344,236071.2931761115,0
fe45b9509977d5b338a8e6154ea6179a94b6707fe8241a5d7602742c76e20122,1532,4,True,147,4770878.189031049,1
f2b28541bdd597c7d19b8578a54ac5b4283a1af54b56c6b1b4315b5a5ea87265,1067,2,False,162,275131.5702024206,0
b166a7437ad8e3fb4dccb17c69d0288222ac9a865d6a453064502fbed8aab462,1342,4,False,104,113856.17477311619,0
0099a34e4fef117af38966942adbd8f94e0d66e50861e79fe034e0e9398c80c3,1495,3,False,364,431700.0659532565,0
65e1203b2baf330c1167cab4ab26e0baf0d5aac2079c2282e20a3bb119440fc7,1489,3,True,203,494341.26141504874,0
d527101bd70145387e813e0c6e9b9b1780baea65ca838c7d64bc952efb30bbba,1275,9,False,103,192283.999376446,1
3098c4f4c52a09cdbd3e39556fb329f4d167db8c23965bb3481a49cc7453b54f,1595,3,True,116,225665.56609833834,0
691a931a7d46bb0af0bec38acd41bc85619c1d6f44eec258e7252c56dd43331f,1169,3,True,10,946.1532910492183,1
261a3a0b081ef7571bf1c2df339dae4d81e165039a7c4bafd09106eb5bd9fbeb,917,1,True,326,154828.16933291592,1
c2ea986dfb57bbfad6f6e6da8798db828cd6e68236f2e824a61faeebee61b53e,1529,5,True,25,157371.5619550355,1
e501d1163672d58cc23f841f55be37a85030c1a017b08ffbd817279aec7087ae,1725,2,True,33,144341.78829832096,0
e01443297b4f8680e002dafbb4ebd75a9ec76bcda1b8e0a37fc3493ab2ef3057,978,5,True,224,361726.2410811109,1
5d04dbd739e4ec23767ac6ddd40fd4b57e9b26118c3a852203f682f66cc7071a,1486,7,True,12,298155.00731781696,1
763fda3f84b873e7987975656ddbeaa5f8077bbb853a98d65ea3a16048cf4d38,379,0,True,338,118385.42946952798,1
d2bfdeb6d83717bf6f716f4154205f3efecac71fcf6ee72227b0ecb25a143d4f,1298,2,False,351,176974.21279108356,0
ac1e5dc78448916c3efeff7068f0e303186fffcf78b168b876fc6672f3d5b6b1,1383,9,True,316,120564.81932919491,1
9495ca86e1fb0ca7a1973f98683ca9280f656fe3fb66fa1b9288d87499afcf2c,985,3,False,43,522241.63231404976,0
b732883fe10a4ca1c74f23d0f42e27091ac3abd9b58e6f87859774fc08f7f7c9,1442,2,False,313,152410.05853254985,0
7fae8d485bdfef1e01097b000fcfd03b7cb495dcf756981ffc2f82ea1684038e,1356,3,False,150,312121.24748056644,0
3da361ce22d13fd06806fc283e718128bf6868def000f65fc843e91f66d54fca,1421,3,False,47,397155.97795459843,0
a0f0be252b7f5e720c1bc2ede5bac178c2fa68fd0e2aa4197a37b318116883f3,1594,7,True,92,277320.4446185828,1
f408d7eb01c1d0345dd96daf3860fa2ff2280283f1176297e7c1ac73ee104f62,1322,7,True,160,759050.3126182569,1
f22b057618e2562334ea015d36fddc79770c616562042635c4d0156fbadc0c9c,1501,3,True,88,284325.5403473509,0
5bbd5bbe8df3e4c6bfbb9dec6e4835149cb11075dd755f0dce02c24f638beaf3,1441,2,True,230,551715.3008063457,0
484d27a442af587506539ab0a65521268895a8d691e299be5527cac65b8bfe28,1901,4,False,160,4062.895102021443,1
facbd6982db2a8efcd8cad81ea6fae20b0c5772bd579bc887b5a0169dd5fe1a9,456,1,False,65,203909.23344597814,1
269098c2e61383e025b9a835bcc7ac768f2d0e175733d5518d676d1e60f8362a,1311,3,False,204,313417.4419022751,0
b37ae38c7a2ee9b7534eb99fa1d02dc5738eabb03fda336a189f725bc76d33ab,1964,3,False,151,188888.96073283826,0
1dcb5580c3e190801ea3723db858dd902464a17619ac885e05583b45d9a9becd,1252,3,False,30,195252.20094957927,0
f402b5ec431bf746624807e397df502bf61f2e5bd39f701a53a5142a02abf34a,665,0,False,301,228795.50870467522,1
daae4c2aeea4f7eaba01a1e81b67febc8312cb8a96527e8ef037c2702ca52044,1852,2,True,352,284404.46308247285,0
f2eb4b7177bbab08874649a7735729c0181c8222b9d661bb15c688efc7eee4e1,1670,2,True,364,283361.4595201627,0
776808e6f7620052ae93efd01344c75c9a2e2727ec27f349a66ba0fb732f5203,1839,4,False,181,141907.71902980437,0
bf6aad5bd4bdd582ab5be9ed148f16c0a62913eb13b74db419cbad8656df045d,1203,5,False,329,126235.77127096946,1
e7e703a0697e92bd51ba4951fbf20ddff3c48f5c6045874a66e462694533d733,1475,2,True,351,314029.03769454313,0
add9dbbff8a81a1fbe181f32707bf92eb476d3bd4691cca091f25f367371174f,1772,8,True,362,300817.6924155185,1
dd17ad51c9bcb6106a2e5e1c5dc73786135c859fdbe4dc58e70a67710e1a189e,1141,2,False,338,267792.3814985761,0
a7bbbbeba708fa44e92701374cc2c3e6cd01985878cdf23132a9645447915abe,1707,7,True,324,301591.6543115088,1
e1de23490b94dbbb41c4aad67491cbda664867a2c3187cda1e6008e9448590c9,120,1,True,271,203030.1204339126,1
0cb5a8202ed2adebd890e1b73f939750c1696c1d25b3e729ce72ae905033d999,1326,3,True,257,469606.14251732046,0
4fc9230fe2fd9e24d9eaddc7323549e39e8d7419b990c0ac4e9101ccfb436225,688,1,False,81,116183.87942865545,1
4243333ade2d4aab0e19465776b758a128e2a0f58cbdde8fa8088360a4edf6f7,1554,7,True,48,91158.13735713909,1
26f12097089ed2899e481ad8c09dc7b441c5beea65daf28363018b38007ba7fd,1302,2,True,358,298192.8755988975,0
43bd42400f030cf24dff3f268af0920fd8a628bea706f2538e1d6033371b77c1,1178,3,True,335,408153.25212929794,0
bd7ba5b9ef9bed6d3ddce79a8770e9b77658e9011abd7dafae18b6a91a4cbd20,1436,3,False,18,253860.05723815577,0
e6dfdd871aafb2654e67019e58e08268af89dcaa16bdd0352e353a650c3f512b,1249,2,True,354,494895.98963800695,0
35f46d8ccba3522d3594f9c4a419464eee20e89a15c9b078282c69dc86b25aee,160,1,True,109,129898.92248359714,1
40cf5a5352f43d572466b1a047ddf2785b115aac8209e4adcaac4e03a9678a39,1705,3,True,317,279361.4828114632,0
f9c05e77082590dcd2b4618bb0160046b61c4181536a79683df3a8f814e3bda3,1168,4,False,309,247949.79857453535,0
477a9029c30b54cd68cf7fbc4280d0cf83a5ceb7b94b7fe6f6a51fe317f51866,1497,4,True,145,205629.3693983484,0
def1bec8ac87b21de83b4285ce8f2ed0a31984426749053d12f677cb66bee0e7,2115,2,True,85,755.3574036140493,1
6d8de8bb5792315ff483b8656019a0d314ebc9b7db4b284c6a2528070c500b54,991,3,False,279,3844.156677589466,1
07bd98c3a818ffd076f1198895d1fb602975233d181dc749282de73629926cf0,1458,2,False,137,184150.70056948232,0
8a596a0d7501db514fd138356569298475f7e91ef22dad7a58e0bb275eac7819,1083,1,True,321,219821.5828752158,1
9cb593ee3678c43319f3d7f6e702c4024c06492bde15695f1997150fc2a94377,1101,2,True,349,171751.53029334167,0
bc2376cf57bd61b1a9e12a8ec5d5b1474873e1fd5db4d38e3d7ff4eefa1b0df0,1737,3,False,326,404720.66578753217,0
67275fac01f29504b1e952f00bc2e15b800f5639a7cdf429faf128b3f5e2dce8,1343,3,False,261,439925.22954415466,0
0b46e470f451ff7c56d51481178fbe6d35a10415cdb62eda7edbe8b98fbf8d2e,1881,3,True,2,5205226.015932412,1
04e9b22d85fecb571e4ede18518522c82058869aa060391442692816610b1103,1646,9,True,121,168192.37868334728,1
50c99d5a27896285b65e21feb68c4182b27ccb654a45142154005d779ffce340,1200,1,True,11,1295203.9209898019,1
840163dfd87d50f0b0dde0aafeae42373fec82e2af2a7d0c5eea903b41b2eda3,1415,2,True,70,208120.23634990235,0
31c942d7c859e847f75f7affa7f2c697075df76fbbb88901e780dd945dbc1f6a,1799,5,True,91,166213.94554972617,1
cbc85133ab8409a2d66f176d7da2ed5de17d7f434e0aac40028d2b78f0c15eee,1196,2,True,218,253356.65334457095,0
cba6cfe3cef655a521c1defb135d6d2c9ddd317a2909b4c1c24420fa6aab1b71,1353,2,False,161,476797.40863918717,0
89c8e416ff7f6d825c35d3148c97cf11531bc4d49a688e508859a3270e27c860,193,2,True,24,176994.88110245956,1
999b3596718e57aa433abae0e913511185ce76d54780ceb581aa5ecbb0b14735,1221,3,False,166,685165.7579849185,0
0d75966857f3b7c884351ba59586801148d8523b6ec015d83672a5b941e20694,1591,3,True,5,595166.4263463812,0
c51fa80cf8a864c220a836038407c9f9e7d993534f7b7ff2b5d1e27c63cdbe23,1609,4,True,61,242766.8938635148,0
8cfac5cb48489afbc2a1012e8e18e4c824978a4997f87e6a026a44abccd6262b,1281,8,True,226,229338.36761451396,1
e6bfded81a8687cc8f57143455c55d14b9619a037ac8b4715b87f4204705d83b,1507,2,False,265,542396.2170209788,0
3992359ab9cc68f7225ef5a68f539f61585f0de0de2bd00307ba0a40d3248015,1051,5,True,34,359717.0313601923,1
bf8f982ffbd8519152b9c44aa41fcc7693f277291f87de0b99e1cda4eac59288,1501,4,False,122,264866.4300886659,0
865366a9affaec1f94231617b97f7f564c63c450e8f1ec10b6de14d3465f3b92,472,0,True,236,235326.20638114662,1
27d7f931fe45253b518e49b06e729fe7a01263f0f25b9c20922e76ed8999bcb3,602,1,True,327,378985.8054885771,1
8c3ed84414f3c304984d1d4cc6b7e7cab52c23c8ed655c47c2b93a7fcdc8fe0f,577,0,True,247,474486.3448181962,1
052ae644c560229986cd4ac3370adb33174ed28c579a30451731b92b24e8b298,1551,3,True,60,438988.74160613935,0
fb4c90d42d6976374d228dce3e2193ce9be6a72652fd8f7b4be81bf1955c0284,1123,1,True,203,122085.597419196,1
ea9e9ffabf1c49637c1e3949844486d9cdc940c38029f88cd62a6c23405bc53f,1139,3,True,159,137178.39310196505,0
0ff54e5fbb5aa6c5ae800c2686126b7fc5783ea5272b4f03efadcd05f344c462,1653,4,False,13,192432.93357851935,0
a1a1bf29254c3b9263d0378d2036a689efbc6c45f4349036e99614116aa50253,1110,2,True,72,6467390.3047341015,1
3bcc1b88d720141ef24ea8a0760308ca3409d393cb0542b0ee377bea24689323,1338,7,True,324,555077.8351990863,1
030367ee2a90d732648065877b1bdaf19e5d18f5cd576c5ac585ee76c9fa7588,532,0,True,136,141685.7979146168,1
b92847aff4e1972024dde382cfe7780a3e9adb1e947fb2cc2c0b42ff50fdcc6a,1267,4,True,195,3611.080063361306,1
d36e0bb0d961f6677b8d5c550ef400e8a87851c1f43c031d0b8ce8fa3e800581,1699,4,False,33,299182.83104934846,0
1677be45f9de3ad54bc5a608f70538180ff8f7a84dda8331123c20ce1cbc891c,206,1,True,154,336846.6305864437,1
8d0e859612db198e08c41726ab0fce0125c948dbec9b6608eef52c9dc866b175,842,2,True,341,5622.544115695306,1
cf59561a7d2ac6e0b902d358684b830136563a61f9f5db97982c4ba7dc38ecc4,827,1,True,315,464447.8455346579,1
0aead2c4e11a33b002c62127b88f57f0e36ee30cfcf07e54ce6b3e459ca6dd57,1556,3,False,32,151522.58141663278,0
00a50be3f01b2d793bb56fcbb2bac6305b23789219d2e24715560d363e608b49,1140,2,False,316,337695.407938757,0
e7c338328b3fa0a878b6042ddd27fdc8289954b40251a300e2436df6e860fa3c,551,1,False,293,359093.48868280515,1
c437717e85e46e8caba7be69e2fa8d2a0b1e48ce2e69ea2fe14d1e598acd990c,1687,3,True,211,325518.5334111995,0
33f4102f2e0868124f0270d19ea127e6968b7f8fc018e2c29d6b01a7f6c61bfd,1526,3,True,363,230444.33132158426,0
5db21ac17962e4b8b35873888e42923d0f389e72747ce2898136d742e9c034b2,1400,3,False,28,371080.91276121815,0
62da648f77617d28bd62e6dc4d1a88c80db603a2dc5ed7aa6bd65164c87e220c,1916,3,True,292,129603.583682162,0
ddc9d9d168c7d6f2f52d8549d397b890c3652f97fed437084ee98282cbd83989,1508,3,False,337,173704.9337161139,0
8a80eea39a0f6eae5ccdc5d70e9083ebf61778147172ac17e332e76bb82e432e,1123,5,True,337,551228.9599078731,1
680b60a1a6e09378ef2452b3ed7ea925d95eb86ce4a528ce2681663a7f8d13fc,1519,4,True,340,178620.56583977942,0
219a45dfbdc1f7c09330aea71a524954276e03e404afeaaeaddf2772a635caa1,1807,9,False,171,378004.91470812284,1
71921933e3a54ee15801f7694807c38464d0406820ca2b8bd7fc11feb4effab1,340,1,True,335,202026.41955244966,1
29fa519a37b01ec3de6cff2b5d7bbd406b7512b164b7de3b875ee024cf52ff58,1542,2,True,211,398900.1261530827,0
4246d5e9f85e5f31d89da9d5b82b83eb7b8de585c6f4d9e039455d1d8f028aca,132,2,False,170,336069.48604876996,1
9c7f99f251ee6353c2df6c4f79cb37d4745b46d8bd1e68d61988fb01bcca7710,1469,3,False,284,194578.79766687873,0
177887f28faf7a35953b311c2b0e79c1c4eefa999d0b00df1749a236ca1cd495,893,2,True,239,1327.934253030177,1
efeb682d51e89e1bf0584e7ac9745c2ae0f8896f55cdabeb448f3c4c61efb324,1425,3,True,319,7257847.469688156,1
0376fb52980c4bb27d4f8e6c4705b242cb0170ebd225601f6d541b7ab63ad524,1631,8,True,108,73764.19112007253,1
bac8e2e296424393f5db5c6687410d44f76ecc4bd69fdbbad928580f3a1aca45,1135,3,False,43,242662.80273875105,0
5589b133bcaa295439d33ca87ce6aafcc35e37227a3193a67b122c4bc14a246e,1868,9,True,213,320290.80795612425,1
2a2190de1949446485e07cf224596f0261a24bcfd37639bbe999e8159e7a4681,1415,5,False,80,574198.6504640256,1
4c511c9d21f15be7ee9ceed00c2fb90df8ebd681f87ab7860ec5a6bd340b618e,572,2,True,221,138708.1133877397,1
9bad9bcc1b3fd785695ca2985e411048ae95a772a57faa49e35dcce2bc746996,1611,2,False,225,6237116.822245406,1
e28f173b2e30bebe3613544aa9dc7dbb1b975f1b2acd833af7721304a4a4b0d5,891,1,False,140,242859.08883014476,1
a26d5621bb5b6b679dc31ce64d322396dfcb841d6f2c3cc68a39082dcaf43eff,1175,1,True,52,494937.313702505,1
894fbbc8a343f5f055dd8f705d494b7db82f6c4582571d53447e7010bf955bbf,1513,2,True,87,5772233.250119239,1
e1abf3a819709e8999c592df95a947d2f745616c281d5b308608bc03045c928d,1432,3,True,163,153178.17496190377,0
df38776da7732151a11773f0b4498957d0ab3def7f054e02df6d85171dbecd99,979,1,True,186,1436986.097175763,1
31c2f6aad066dde3c1f4e3d434f80c019270b7493c8a6573a2742544d5184c7d,1599,4,True,30,256854.75386005823,0
4016dae5aa6a883df9f725ba04b4a69feadf27d10c2e448e745537e07138c9cf,1380,5,False,17,182378.21859068295,1
8b42d701368f44cdd0465bd6499d958edf4e92a8cf838d5dba62131f25f42cb3,1521,3,True,181,326652.3467221868,0
cff6e947d381f07915d7ca5d83e0924ad22ac99fbe6fac016a5fc7363216c16f,1332,2,True,307,193965.44194394158,0
35812ecafe3ee2128ea5d5aea3e0e330c524141c98be3ef6cb8e65112389a0e8,1183,2,False,170,263582.30663370393,0
13b7be4318303307537cc1c68c66932db6ed2333ac6ddbdf96640ae4f62f06f7,1123,2,True,280,236222.27992952717,0
f726a1e3da1e73710f8f4ea1a5b32761b564ee24a1e0b6e9e4ee26b79e42376b,692,2,False,339,357038.80812544655,1
bb0a8fc7ceb247b53263d82558638212efbf95c1866fcc3c9cb726d20bcca4f2,1504,3,True,105,423169.0336642286,0
bfdcfcc63975babbeee1586222f2b8a9c973588632ce79b72555b184875558c7,848,5,True,336,332904.4538833315,1
9e04dd19c2ddc812e27f39c7f13bb5c5fca433a6b244ef0933337bf4b9fe8a9b,1482,3,False,28,346077.37853241194,0
3ab23a75d1adb55e8a0722bd144ad5ba2beb101e1125a5be091ef87f3b38ca41,1535,9,True,360,116847.23911147608,1
d0cb3392c74299c63c71bf15b8687163cc0919974f371f9517791c0b80dedb01,1680,2,True,23,408145.42130720237,0
cfec612256c1a096bd98fb6c3cf4d9b520e6f258879483b6c678794c44cfb42e,1438,8,False,176,368798.54670400795,1
408273a87ff7de4a92d10b39c7633772ad57b768f2766c3897d7f77d30c3362c,519,1,True,222,615240.0575177076,1
252714bc3de7b5a7845f437e5d67708d1f950f584af5c0ba4980ebd26f9aa52c,1846,7,False,310,393860.486997749,1
dc6a1570176394ebd2d44eb21f9b8f2347475c33b4158ecf9d85af92b329e213,1753,3,True,244,149586.22929959104,0
35a6dd234c936a4c42e08109bedb90f46356fbb57b69ec33f382dc2b836aea92,846,5,False,138,578598.6434092589,1
ff1d651a1d8162ade89df9f95cfbf9f1e5f8e9d34fabdd8fc38aba783d4f2f8d,1386,3,False,279,325338.0322392572,0
a22d3d2a0246496e8b4c40c7196bcc3209a4a6443d20cb1b872ab3f595b4f8bc,570,0,True,257,571330.7909287208,1
a30e0909a35c78a64d84d7e43cf66793e39a06dd29bb7a031002d97b5922c0a6,495,0,True,107,117094.1839221941,1
bcacbe6af297516241cc606701307d19b797265bed34ec429b8f0d8018227d86,1471,4,True,294,6514196.435671548,1
ac12365a47bf7fbfcc43ad55496aff87c18beca8554ae5bb8e6d8e9fdd2131a9,1671,3,False,243,1122.4334467454557,1
781bdf5fb7cfa8af79befd37047f87d939e5e82bfc56eb7decd4061d326b4ceb,1607,3,True,12,242919.91899937403,0
58d8ceb7bc8c1765bb30f1e4afba8200b0032393399abcbb0cb934143848128a,1348,4,False,242,357662.8044314065,0
a39d9644d26e47e3b9db0781995cbfb2d6437e794c35fd7f81c6407c5656f7fe,1526,6,False,313,235521.5181602682,1
40086edb8773eca53322de1a56e309b91893261d471dd3e577c7bbfefa2f2954,1476,3,False,355,4935023.131533182,1
076de6e02d3c2855a2549d5afada2a5e806a354a3fccdd7f2deed021ba2b5100,1662,3,True,149,4587.319702212819,1
c28eea9e11a7df56a76e8db87eade337bd7e1b8cdb58e2b617a8dc305f56da13,1472,3,False,353,315531.35295062704,0
458bde70ca7aa29c843e5c71207b9dd8631ae6e5866c34d1f9913e9f8aec7d5e,1408,2,False,156,349414.88299772167,0
b1783d07f957c60fddebf903d0cb9848220075626b76ac1273d870eb3f1ffeae,1804,2,True,346,273470.59049858793,0
f7798d7bcbc1616155b7331c574bcac4b92852f689644e67db3ec211cd95c8b0,1484,3,True,307,4240.336397892262,1
8086ac9e89aee16550b15b3878503c90660022c055b4434db65646b3740f16f7,464,2,True,47,296777.0089789631,1
14367a3609aa4e814418c6423517217e60657204e5c65797134f5f85387ade40,1394,2,True,9,321672.3177232465,0
226cc851d392ef36c846b39e0556ab9114dd408bda15ceceda399d0c123e62eb,1376,4,False,64,448642.5745436943,0
aa6eae300a64643b0a3bd07aa6f84260dfef05328d051f33c94c7fe0429b66de,896,1,True,37,235105.09277632117,1
1f253af820b4baa3a7d86f05afd7da06dceb1a33fe0e61e19d054ec3e27dc5db,1859,8,False,260,200488.84868464892,1
a4080bf03311aef6ba44bca6c3239a816d4e83e3b924a62cc6d38a7fdbbc68fa,1994,3,True,82,336704.4034597585,0
1c43098b762b3dcf30a70da14a707620a5c4389477e811635a70a23fa4c2c8f6,1689,5,False,287,169359.32934167332,1
e282b3bd91a53c1dde5ebeeff609fa67ce5aa1daa01b372d7fc9a443eb96d0b4,1187,5,False,191,1256088.7722183883,1
af7e46a607bf85010b60f6bb2e1dac7721a192d1b759d1f7914f58349d5326b1,1634,2,False,210,312492.2006031435,0
4cbf716b596b43687eb4136cabd86733bf290b7a1c808e451b846b83d59102dc,1771,3,True,181,179477.75173013855,0
3870b1df7e49f586e5bffda6535fc740cebefa6c3bea2725fe7a6eee38c54b57,1317,7,False,316,582871.0565731995,1
f38e4cba56602443f13901673c10ec32073fa0b22134de21dc15bcfde763d461,1683,6,False,340,169759.70944134437,1
f005021f635c3defd977f90517c058dd8b48d6ebf5a3394634d7df191c4934e8,1568,3,False,181,372276.8809871977,0
8f3f11ad20040d2e92375544cba2e8502e2492c093577c115adbd8793798bad8,1488,3,True,63,155854.92332215654,0
fa1d8a7ee87ba71b9978ca71e992cccb8b0cf6f8e06bbf4f7ca2271b94e40ff7,791,5,True,85,90733.27149538203,1
e622b1fe1d2081dce8750d40a05c372bee1b66e3bafd62e4c6e00ae83c5b117f,1318,9,False,294,264553.7893212288,1
3042e9d396ae763f5321546bf3285803cb7d8927c912f03653d89353eb3f56bf,829,1,True,303,200257.65168930235,1
fcad38cea5c5bda0035071f7ef289da51bb48011b35c25126cd2f4baeac1911f,1074,2,False,112,237647.60599016672,0
8f52c0a80615ba30acc6d8eef989b4f80edd333375f1f37e189f4c0e4d74dc79,1338,2,False,213,222834.56572370557,0
0d61f7ec216c8d889518781559b2d2e1df21df52c8f5b376002e77cd967f5510,983,5,True,218,467858.8823206568,1
42be7f843d85e83fd5eee8d174c76a2443d9f15f101fd2b9879bbb5d8bf68a00,1252,2,False,188,217367.29245848936,1
75f8abb5ba0a1433249e3d66de96286c4706249e8e1b4c8006319a8ee8b88c62,1650,3,True,36,288443.2435824518,0
6f572fd7c5d60161c5baa263b2e322b66438d7cbe2a82c722f280754e49943d1,1325,5,True,330,322512.23693737714,1
71ac5b28c4bdc3062ee53aa37a12fadf8bbd2d3af7e6e8151f74a32d76b5149d,1641,4,True,110,276607.222008094,0
632f140acdc5d4f4294b505f1ce02d2b3a4effee60be1d4635fd08dcd8cc9f52,1820,3,False,16,5507127.425049503,1
ccb36824c4f368d9587de28ab99640587c41546646f57f313501f0aecaa0099c,1479,6,True,135,292365.33422195254,1
3603bb47122c0f9c34d18d47edc270768f7c88d509406a496726499babb5005f,1597,3,False,99,426184.8063843143,0
